mechanism,selected_teams,teams_served,gpu_hours_used,unused_gpu_hours,total_true_project_value,carbon_adjusted_true_score,total_estimated_emissions_kg_co2e,total_priority_payment_score_units,total_priority_payment_credits,carbon_penalty_per_kg_co2e,arrival_order
Random-order FCFS,Team F; Team B; Team E; Team C; Team A,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team B -> Team E -> Team C -> Team A -> Team D
Random-order FCFS,Team F; Team B; Team E; Team C; Team D,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team B -> Team E -> Team C -> Team D -> Team A
Random-order FCFS,Team F; Team B; Team E; Team D; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team B -> Team E -> Team D -> Team A -> Team C
Random-order FCFS,Team F; Team B; Team E; Team D; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team B -> Team E -> Team D -> Team C -> Team A
Random-order FCFS,Team F; Team C; Team A; Team B; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team A -> Team B -> Team D -> Team E
Random-order FCFS,Team F; Team C; Team A; Team B; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team A -> Team B -> Team E -> Team D
Random-order FCFS,Team F; Team C; Team A; Team D; Team B,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team A -> Team D -> Team B -> Team E
Random-order FCFS,Team F; Team C; Team A; Team D; Team E,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team A -> Team D -> Team E -> Team B
Random-order FCFS,Team F; Team C; Team A; Team E; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team A -> Team E -> Team B -> Team D
Random-order FCFS,Team F; Team C; Team A; Team E; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team A -> Team E -> Team D -> Team B
Random-order FCFS,Team F; Team C; Team B; Team A; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team B -> Team A -> Team D -> Team E
Random-order FCFS,Team F; Team C; Team B; Team A; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team B -> Team A -> Team E -> Team D
Random-order FCFS,Team F; Team C; Team B; Team D; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team B -> Team D -> Team A -> Team E
Random-order FCFS,Team F; Team C; Team B; Team D; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team B -> Team D -> Team E -> Team A
Random-order FCFS,Team F; Team C; Team B; Team E; Team A,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team B -> Team E -> Team A -> Team D
Random-order FCFS,Team F; Team C; Team B; Team E; Team D,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team B -> Team E -> Team D -> Team A
Random-order FCFS,Team F; Team C; Team D; Team A; Team B,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team D -> Team A -> Team B -> Team E
Random-order FCFS,Team F; Team C; Team D; Team A; Team E,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team D -> Team A -> Team E -> Team B
Random-order FCFS,Team F; Team C; Team D; Team B; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team D -> Team B -> Team A -> Team E
Random-order FCFS,Team F; Team C; Team D; Team B; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team D -> Team B -> Team E -> Team A
Random-order FCFS,Team F; Team C; Team D; Team E; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team D -> Team E -> Team A -> Team B
Random-order FCFS,Team F; Team C; Team D; Team E; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team D -> Team E -> Team B -> Team A
Random-order FCFS,Team F; Team C; Team E; Team A; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team E -> Team A -> Team B -> Team D
Random-order FCFS,Team F; Team C; Team E; Team A; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team E -> Team A -> Team D -> Team B
Random-order FCFS,Team F; Team C; Team E; Team B; Team A,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team E -> Team B -> Team A -> Team D
Random-order FCFS,Team F; Team C; Team E; Team B; Team D,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team E -> Team B -> Team D -> Team A
Random-order FCFS,Team F; Team C; Team E; Team D; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team C -> Team E -> Team D -> Team A -> Team B
Random-order FCFS,Team F; Team C; Team E; Team D; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team C -> Team E -> Team D -> Team B -> Team A
Random-order FCFS,Team F; Team D; Team A; Team B; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team B -> Team C -> Team E
Random-order FCFS,Team F; Team D; Team A; Team B; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team B -> Team E -> Team C
Random-order FCFS,Team F; Team D; Team A; Team C; Team B,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team C -> Team B -> Team E
Random-order FCFS,Team F; Team D; Team A; Team C; Team E,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team C -> Team E -> Team B
Random-order FCFS,Team F; Team D; Team A; Team E; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team E -> Team B -> Team C
Random-order FCFS,Team F; Team D; Team A; Team E; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team A -> Team E -> Team C -> Team B
Random-order FCFS,Team F; Team D; Team B; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team B -> Team A -> Team C -> Team E
Random-order FCFS,Team F; Team D; Team B; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team B -> Team A -> Team E -> Team C
Random-order FCFS,Team F; Team D; Team B; Team C; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team B -> Team C -> Team A -> Team E
Random-order FCFS,Team F; Team D; Team B; Team C; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team B -> Team C -> Team E -> Team A
Random-order FCFS,Team F; Team D; Team B; Team E; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team B -> Team E -> Team A -> Team C
Random-order FCFS,Team F; Team D; Team B; Team E; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team B -> Team E -> Team C -> Team A
Random-order FCFS,Team F; Team D; Team C; Team A; Team B,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team C -> Team A -> Team B -> Team E
Random-order FCFS,Team F; Team D; Team C; Team A; Team E,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team C -> Team A -> Team E -> Team B
Random-order FCFS,Team F; Team D; Team C; Team B; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team C -> Team B -> Team A -> Team E
Random-order FCFS,Team F; Team D; Team C; Team B; Team E,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team C -> Team B -> Team E -> Team A
Random-order FCFS,Team F; Team D; Team C; Team E; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team C -> Team E -> Team A -> Team B
Random-order FCFS,Team F; Team D; Team C; Team E; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team C -> Team E -> Team B -> Team A
Random-order FCFS,Team F; Team D; Team E; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team E -> Team A -> Team B -> Team C
Random-order FCFS,Team F; Team D; Team E; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team E -> Team A -> Team C -> Team B
Random-order FCFS,Team F; Team D; Team E; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team E -> Team B -> Team A -> Team C
Random-order FCFS,Team F; Team D; Team E; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team E -> Team B -> Team C -> Team A
Random-order FCFS,Team F; Team D; Team E; Team C; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team D -> Team E -> Team C -> Team A -> Team B
Random-order FCFS,Team F; Team D; Team E; Team C; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team D -> Team E -> Team C -> Team B -> Team A
Random-order FCFS,Team F; Team E; Team A; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team A -> Team B -> Team C -> Team D
Random-order FCFS,Team F; Team E; Team A; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team A -> Team B -> Team D -> Team C
Random-order FCFS,Team F; Team E; Team A; Team C; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team A -> Team C -> Team B -> Team D
Random-order FCFS,Team F; Team E; Team A; Team C; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team A -> Team C -> Team D -> Team B
Random-order FCFS,Team F; Team E; Team A; Team D; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team A -> Team D -> Team B -> Team C
Random-order FCFS,Team F; Team E; Team A; Team D; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team A -> Team D -> Team C -> Team B
Random-order FCFS,Team F; Team E; Team B; Team A; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team A -> Team C -> Team D
Random-order FCFS,Team F; Team E; Team B; Team A; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team A -> Team D -> Team C
Random-order FCFS,Team F; Team E; Team B; Team C; Team A,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team C -> Team A -> Team D
Random-order FCFS,Team F; Team E; Team B; Team C; Team D,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team C -> Team D -> Team A
Random-order FCFS,Team F; Team E; Team B; Team D; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team D -> Team A -> Team C
Random-order FCFS,Team F; Team E; Team B; Team D; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team B -> Team D -> Team C -> Team A
Random-order FCFS,Team F; Team E; Team C; Team A; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team C -> Team A -> Team B -> Team D
Random-order FCFS,Team F; Team E; Team C; Team A; Team D,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team C -> Team A -> Team D -> Team B
Random-order FCFS,Team F; Team E; Team C; Team B; Team A,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team C -> Team B -> Team A -> Team D
Random-order FCFS,Team F; Team E; Team C; Team B; Team D,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team C -> Team B -> Team D -> Team A
Random-order FCFS,Team F; Team E; Team C; Team D; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team C -> Team D -> Team A -> Team B
Random-order FCFS,Team F; Team E; Team C; Team D; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team C -> Team D -> Team B -> Team A
Random-order FCFS,Team F; Team E; Team D; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team D -> Team A -> Team B -> Team C
Random-order FCFS,Team F; Team E; Team D; Team A; Team C,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team D -> Team A -> Team C -> Team B
Random-order FCFS,Team F; Team E; Team D; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team D -> Team B -> Team A -> Team C
Random-order FCFS,Team F; Team E; Team D; Team B; Team C,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team D -> Team B -> Team C -> Team A
Random-order FCFS,Team F; Team E; Team D; Team C; Team A,5,100,0.0,30,18.0,24.0,0,0.0,0.5,Team F -> Team E -> Team D -> Team C -> Team A -> Team B
Random-order FCFS,Team F; Team E; Team D; Team C; Team B,5,95,5.0,27,15.6,22.8,0,0.0,0.5,Team F -> Team E -> Team D -> Team C -> Team B -> Team A
